"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","10-Oct-2023","1","245.02","244.65","0.16","-0.890","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","2","235.21","234.86","0.14","-0.890","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","3","192.44","191.74","0.13","-0.530","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","4","173.66","173.35","0.14","-0.940","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","5","172.83","173.05","0.13","-1.460","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","6","155.21","155.21","0.13","-1.240","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","7","150.31","150.11","0.14","-1.050","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","8","150.55","150.11","0.14","-0.800","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","9","148.30","147.94","0.14","-0.880","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","10","155.51","155.19","0.14","-0.920","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","11","201.59","201.86","0.15","-1.520","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","12","222.74","222.94","0.17","-1.480","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","13","228.82","229.47","0.28","-2.030","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","14","240.16","240.78","0.29","-2.020","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","15","245.65","245.30","1.00","-1.750","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","16","273.83","274.31","1.07","-2.660","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","17","254.00","255.29","0.88","-3.270","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","18","272.19","273.17","1.50","-3.580","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","19","225.64","226.71","0.81","-2.990","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","20","239.68","241.91","0.99","-4.320","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","21","199.92","202.23","0.79","-4.200","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","22","226.89","229.90","0.73","-4.840","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","23","199.69","202.42","0.63","-4.460","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","24","207.17","209.69","0.49","-4.110","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","25","270.67","274.35","0.84","-5.620","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","26","292.40","294.37","0.92","-3.990","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","27","366.41","365.79","0.82","-1.300","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","28","293.77","294.47","0.78","-2.580","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","29","200.20","202.27","0.80","-3.970","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","30","193.27","196.89","0.76","-5.490","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","31","271.37","274.52","0.89","-5.140","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","32","407.48","410.50","1.99","-6.680","0.57","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","33","615.58","616.08","2.52","-9.270","5.15","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","34","2951.14","3005.06","3.60","-58.630","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","35","2969.20","3004.83","3.73","-40.470","0.01","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","36","488.56","488.70","2.79","-9.310","5.28","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","37","418.32","420.35","4.00","-7.130","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","38","410.68","412.32","3.00","-5.740","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","39","411.31","410.48","4.11","-4.380","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","40","402.40","402.49","3.30","-4.490","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","41","382.55","384.51","2.70","-5.760","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","42","370.55","372.86","2.22","-5.630","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","43","332.11","333.33","1.61","-3.930","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","44","301.58","302.94","0.93","-3.390","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","45","244.87","245.58","0.39","-2.200","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","46","173.03","173.31","0.17","-1.550","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","47","175.79","176.35","0.17","-1.840","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","10-Oct-2023","48","173.16","173.53","0.16","-1.630","0.00","0.45","0.3703","0.0000","0.2820"
"WEP","11-Oct-2023","1","229.74","228.84","0.16","-0.360","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","2","199.68","197.90","0.15","0.530","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","3","154.65","153.46","0.13","-0.040","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","4","140.05","139.43","0.14","-0.620","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","5","139.19","138.88","0.14","-0.930","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","6","137.40","136.90","0.13","-0.730","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","7","137.38","136.69","0.14","-0.550","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","8","135.77","134.81","0.14","-0.280","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","9","135.74","134.81","0.13","-0.310","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","10","138.33","136.68","0.14","0.400","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","11","174.36","173.00","0.15","0.110","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","12","203.48","201.82","0.17","0.390","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","13","246.71","245.22","0.66","-0.280","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","14","248.04","247.03","1.05","-1.140","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","15","246.37","245.27","1.19","-1.200","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","16","266.30","265.24","1.16","-1.210","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","17","216.09","215.84","0.81","-1.660","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","18","246.25","245.47","1.56","-1.880","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","19","201.53","201.04","0.87","-1.480","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","20","193.67","193.93","0.91","-2.270","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","21","221.48","223.32","0.93","-3.880","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","22","271.18","274.61","0.85","-5.380","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","23","291.42","294.32","0.85","-4.850","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","24","274.86","274.46","0.70","-1.410","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","25","274.47","273.44","0.79","-0.860","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","26","204.89","202.98","0.78","0.030","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","27","226.08","224.37","0.77","-0.160","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","28","272.82","272.81","0.78","-1.870","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","29","222.39","221.49","0.64","-0.850","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","30","246.18","247.88","0.74","-3.550","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","31","280.57","282.64","0.76","-3.940","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","32","371.13","372.56","1.36","-5.010","1.12","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","33","595.48","592.90","2.23","-1.390","0.64","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","34","519.06","488.66","2.27","-1.520","28.55","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","35","379.39","365.53","1.39","-2.180","13.55","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","36","285.95","288.13","0.97","-4.770","0.51","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","37","244.95","245.57","1.43","-3.150","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","38","274.21","274.57","0.95","-2.410","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","39","321.03","319.11","2.61","-1.800","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","40","295.10","294.35","1.16","-1.510","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","41","273.74","273.41","0.99","-1.770","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","42","274.39","274.60","0.91","-2.220","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","43","278.34","278.84","1.43","-3.030","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","44","273.49","273.32","1.32","-2.250","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","45","174.64","173.75","0.83","-1.040","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","46","160.41","159.42","0.25","-0.360","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","47","167.04","166.47","0.17","-0.710","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","11-Oct-2023","48","158.72","158.29","0.16","-0.830","0.00","0.45","0.3703","0.0000","0.2818"
"WEP","12-Oct-2023","1","203.98","201.80","0.00","1.080","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","2","175.82","173.12","0.00","1.600","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","3","173.53","172.51","0.00","-0.080","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","4","154.20","152.83","0.00","0.270","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","5","148.63","148.09","0.00","-0.560","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","6","135.62","134.72","0.00","-0.200","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","7","135.34","134.65","0.00","-0.410","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","8","133.72","133.08","0.00","-0.460","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","9","133.90","133.08","0.00","-0.280","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","10","135.73","134.65","0.00","-0.020","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","11","138.58","136.88","0.00","0.600","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","12","174.79","172.99","0.00","0.700","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","13","174.23","173.01","0.19","-0.080","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","14","203.06","201.82","0.97","-0.840","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","15","182.42","181.65","1.18","-1.510","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","16","201.47","200.37","1.15","-1.150","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","17","194.20","193.53","0.27","-0.700","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","18","198.53","197.04","1.10","-0.710","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","19","174.02","173.61","0.25","-0.940","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","20","201.56","200.58","0.91","-1.030","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","21","203.44","202.29","0.85","-0.800","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","22","203.20","202.24","0.26","-0.400","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","23","200.28","198.58","0.64","-0.040","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","24","179.99","179.36","0.15","-0.620","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","25","150.05","148.36","0.69","-0.100","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","26","143.90","142.16","0.84","-0.200","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","27","139.86","138.00","0.82","-0.060","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","28","160.14","159.35","0.15","-0.460","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","29","182.04","181.58","0.35","-0.990","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","30","200.99","201.73","0.25","-2.090","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","31","201.38","202.47","0.26","-2.450","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","32","243.96","245.79","0.35","-3.280","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","33","292.57","291.91","0.35","-4.250","3.46","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","34","288.64","292.24","0.87","-6.270","0.70","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","35","268.69","273.62","0.56","-6.590","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","36","268.50","273.66","0.88","-7.140","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","37","292.81","294.67","2.77","-5.730","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","38","362.75","365.84","0.94","-5.130","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","39","374.31","374.89","2.73","-4.410","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","40","373.89","374.92","2.29","-4.430","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","41","405.36","405.94","1.78","-3.460","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","42","399.21","401.01","1.96","-4.860","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","43","364.26","365.69","0.88","-3.410","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","44","294.26","294.54","0.53","-1.910","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","45","216.42","216.33","0.25","-1.260","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","46","203.16","202.93","0.25","-1.120","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","47","245.46","245.52","0.17","-1.330","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","12-Oct-2023","48","245.32","245.44","0.16","-1.380","0.00","0.45","0.3703","0.0000","0.2810"
"WEP","13-Oct-2023","1","274.79","274.05","0.23","-0.600","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","2","248.94","249.32","0.14","-1.620","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","3","229.44","229.35","0.13","-1.140","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","4","229.18","229.33","0.14","-1.390","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","5","223.92","223.88","0.13","-1.190","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","6","201.94","201.85","0.13","-1.140","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","7","200.82","199.85","0.13","-0.260","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","8","200.83","200.25","0.13","-0.650","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","9","199.47","199.24","0.13","-1.010","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","10","199.06","199.23","0.14","-1.410","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","11","210.18","210.12","0.15","-1.190","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","12","231.17","229.82","0.26","-0.010","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","13","203.35","201.79","0.62","-0.160","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","14","204.89","203.64","0.87","-0.720","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","15","202.98","202.08","1.19","-1.390","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","16","274.58","274.15","1.40","-2.070","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","17","280.22","279.36","1.78","-2.020","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","18","296.76","294.07","2.93","-1.340","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","19","248.04","245.79","1.32","-0.170","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","20","277.48","274.77","1.85","-0.250","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","21","282.57","280.80","1.80","-1.140","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","22","276.25","274.60","1.42","-0.870","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","23","293.41","291.49","1.79","-1.700","0.73","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","24","231.95","230.96","1.35","-1.460","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","25","180.08","179.58","1.08","-1.680","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","26","179.67","179.63","1.06","-2.120","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","27","199.30","199.72","1.34","-2.860","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","28","199.80","200.76","0.46","-2.520","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","29","274.02","274.38","0.79","-2.250","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","30","293.17","294.31","0.79","-3.030","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","31","270.68","273.29","1.61","-5.320","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","32","280.20","282.24","1.81","-4.950","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","33","416.33","410.63","2.50","-2.690","4.79","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","34","374.40","372.92","2.77","-2.930","0.54","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","35","280.19","280.84","1.82","-3.570","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","36","272.53","273.39","1.96","-3.920","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","37","366.02","365.43","2.57","-3.090","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","38","334.06","333.81","0.95","-1.800","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","39","342.32","340.18","2.67","-1.630","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","40","364.85","365.32","1.26","-2.830","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","41","363.70","365.21","0.99","-3.600","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","42","329.32","331.01","0.75","-3.540","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","43","279.72","280.78","0.51","-2.670","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","44","293.57","294.25","1.72","-3.500","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","45","231.23","230.39","0.72","-0.980","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","46","200.93","200.52","0.43","-1.120","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","47","201.61","202.02","0.58","-2.090","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","13-Oct-2023","48","188.37","188.80","0.36","-1.890","0.00","0.45","0.3703","0.0000","0.2808"
"WEP","14-Oct-2023","1","218.23","219.66","0.23","-2.770","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","2","227.99","229.17","0.21","-2.510","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","3","295.24","293.87","0.13","0.120","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","4","203.61","201.99","0.14","0.370","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","5","259.17","259.42","0.13","-1.500","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","6","244.25","245.12","0.13","-2.110","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","7","238.26","239.86","0.13","-2.850","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","8","200.63","201.71","0.13","-2.320","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","9","200.61","201.71","0.13","-2.350","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","10","202.72","201.68","0.14","-0.220","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","11","202.34","201.85","0.15","-0.780","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","12","202.58","201.65","0.17","-0.360","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","13","202.66","201.79","0.29","-0.540","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","14","201.16","200.29","0.68","-0.930","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","15","200.49","199.35","1.04","-1.020","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","16","242.05","240.31","1.16","-0.540","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","17","240.87","240.33","0.67","-1.250","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","18","202.59","202.01","1.15","-1.690","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","19","199.59","199.34","0.58","-1.450","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","20","199.40","199.48","0.64","-1.840","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","21","201.79","202.00","0.60","-1.920","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","22","200.82","202.22","0.25","-2.760","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","23","186.26","186.76","0.52","-2.140","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","24","165.83","166.26","0.23","-1.780","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","25","163.65","162.61","0.59","-0.660","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","26","138.01","137.08","0.59","-0.770","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","27","147.83","148.21","0.25","-1.750","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","28","151.62","152.15","0.16","-1.810","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","29","154.96","155.54","0.24","-1.940","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","30","162.41","163.35","0.24","-2.300","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","31","161.21","163.14","0.25","-3.300","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","32","162.76","163.70","0.24","-2.300","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","33","165.90","166.40","0.25","-1.870","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","34","198.15","199.36","0.28","-2.610","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","35","201.24","202.06","0.26","-2.200","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","36","239.08","240.35","0.54","-2.930","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","37","245.27","245.38","1.47","-2.700","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","38","273.18","274.26","0.84","-3.040","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","39","294.07","294.21","2.01","-3.270","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","40","300.24","300.80","1.78","-3.460","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","41","303.92","303.95","1.31","-2.460","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","42","301.91","302.82","1.04","-3.070","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","43","310.11","311.85","0.92","-3.780","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","44","298.41","300.72","0.55","-3.980","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","45","293.20","294.13","0.25","-2.300","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","46","264.49","266.55","0.26","-3.440","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","47","271.31","272.95","0.38","-3.140","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","14-Oct-2023","48","243.33","245.27","0.25","-3.310","0.00","0.45","0.3703","0.0000","0.2980"
"WEP","15-Oct-2023","1","271.06","272.91","0.16","-3.140","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","2","243.98","245.33","0.15","-2.630","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","3","245.14","245.17","0.20","-1.350","0.00","0.45","0.3703","0.0000","0.3070"
